Date,Name,Year,Letterboxd URI,Rating,Rewatch,Tags,Watched Date
2025-04-12,22 Jump Street,2014,https://boxd.it/9nUb0n,3.5,,"2010s, theater",2014-06-12
2025-04-12,22 Jump Street,2014,https://boxd.it/9nUbmX,3.5,Yes,theater,2014-06-14
2025-04-12,The Truman Show,1998,https://boxd.it/9nTDlh,4.5,,90s,2016-09-01
2025-04-12,Vice,2018,https://boxd.it/9nU8oV,3.5,,"2010s, good acting, w/ dad, i love my dad, theater",2018-12-27
2025-04-12,Avengers: Endgame,2019,https://boxd.it/9nU5SX,3,,"2010s, w/ dad, w/ henry, w/ mom, w/ emily, theater",2019-04-28
2025-04-12,HOMECOMING: A film by Beyoncé,2019,https://boxd.it/9nTAPj,,,"2010s, so much fun, nostalgic <3",2019-10-01
2025-04-12,Little Women,2019,https://boxd.it/9nU4bN,5,,"2010s, female director, female writer, beautiful, good acting, good dialogue, incredible performance, nostalgic <3, feeling seen, good for her, something wellesley this way comes, halloween vibes, best costume design winner, theater",2020-01-22
2025-04-12,Spider-Man: No Way Home,2021,https://boxd.it/9nU1If,3,,"2020s, theater",2021-12-31
2025-04-12,Doctor Strange in the Multiverse of Madness,2022,https://boxd.it/9nU0OB,2.5,,"2020s, theater",2022-05-08
2025-04-12,Top Gun: Maverick,2022,https://boxd.it/9nTZGL,4,,"2020s, w/ mom, w/ dad, w/ emily, w/ henry, good cinematography, good soundtrack, nostalgic <3, theater",2022-06-12
2025-04-12,Barbie,2023,https://boxd.it/9nTWll,4,,"2020s, w/ emily, w/ henry, good styling, so much fun, beautiful, female writer, female director, good soundtrack, hey that's the name of the movie, something wellesley this way comes, theater",2023-07-19
2025-04-12,Barbie,2023,https://boxd.it/9nTXaX,4,Yes,"w/ dad, theater",2023-07-31
2025-08-03,Oppenheimer,2023,https://boxd.it/aAq1Pv,4.5,,"2020s, best picture winner, best director winner, best actor winner, best supporting actor winner, best cinematography winner, best score winner, best editing winner, good cinematography, beautiful, good acting, incredible performance, w/ dad, w/ henry, w/ garrett, 70 mm, theater, alamo drafthouse",2023-08-13
2025-04-12,Napoleon,2023,https://boxd.it/9nTHER,3,,"2020s, w/ dad, alamo drafthouse, theater",2023-11-25
2025-04-12,Poor Things,2023,https://boxd.it/9nTFSH,4.5,,"2020s, smoke a j first, incredible performance, best actress winner, w/ emily r, alamo drafthouse, good styling, good acting, beautiful, best costume design winner, theater, best makeup/hair styling winner",2023-12-22
2023-12-27,Easy A,2010,https://boxd.it/5puE1N,4,,"good styling, good dialogue, so much fun, good soundtrack, nostalgic <3",2023-12-26
2025-04-12,Twilight,2008,https://boxd.it/9nTL99,3.5,,"2000s, w/ mom, w/ emily, alamo drafthouse, '05 - '15",2023-12-27
2024-01-04,Bottoms,2023,https://boxd.it/5urWPF,5,Yes,"w/ emily r, good dialogue, good styling, so much fun, good soundtrack, feeling seen, good score, female director, something wellesley this way comes, female writer",2024-01-01
2025-04-12,Dune: Part Two,2024,https://boxd.it/9nTTLl,5,,"2020s, imax, metreon, w/ mom, w/ dad, w/ emily, w/ henry, good styling, good acting, beautiful, good cinematography, smoke a j first, good score, theater, best sound winner",2024-03-02
2025-04-12,Monty Python and the Holy Grail,1975,https://boxd.it/9nTMPP,4,,"70s, w/ mom, w/ dad, w/ emily, w/ henry, alamo drafthouse, smoke a j first",2024-03-22
2025-04-12,The Twilight Saga: Breaking Dawn – Part 1,2011,https://boxd.it/9nTNUr,3,,"2010s, w/ mom, alamo drafthouse, theater",2024-04-10
2024-10-16,Uglies,2024,https://boxd.it/7zatRp,0.5,,,2024-09-13
2024-10-16,Batman,1989,https://boxd.it/7zatsf,3.5,,"w/ dad, smoke a j first, so much fun, 80s, camp, '85 - '95, best production design winner",2024-09-25
2024-10-16,Batman Returns,1992,https://boxd.it/7zatbj,2.5,,"w/ dad, 90s, camp, so much fun, smoke a j first, '85 - '95",2024-09-27
2024-10-14,Ocean's Eleven,2001,https://boxd.it/7xTPcP,3.5,Yes,"w/ dad, good styling, so much fun, nostalgic <3, 2000s, heist movie, '95 - '05",2024-10-11
2024-10-14,Raising Arizona,1987,https://boxd.it/7y81Ad,5,,"w/ dad, good dialogue, good styling, so much fun, good soundtrack, good editing, good acting, good cinematography, incredible performance, beautiful, 80s, coen brothers, '85 - '95",2024-10-13
2024-10-16,Zoolander,2001,https://boxd.it/7zas7F,3.5,Yes,"w/ dad, 2000s, camp, '95 - '05",2024-10-15
2024-10-20,Bottoms,2023,https://boxd.it/7ALCpn,5,Yes,"w/ dad, w/ emily, 2020s, female director, cunt classic, female writer",2024-10-18
2024-10-26,Practical Magic,1998,https://boxd.it/7E9izH,3,,"good styling, nostalgic <3, halloween vibes, i love my mom, 90s, malleus maleficarum, female writer, something wellesley this way comes, massholes",2024-10-26
2024-10-27,The Cabin in the Woods,2011,https://boxd.it/7EGRlh,3.5,,"so much fun, smoke a j first, good styling, 2010s, directorial debut, gay halloween, camp, cunt classic, halloween vibes",2024-10-26
2024-11-01,Bodies Bodies Bodies,2022,https://boxd.it/7Hlhz3,4.5,,"2020s, so much fun, smoke a j first, female director, female writer, good dialogue, camp, halloween vibes, something wellesley this way comes",2024-10-31
2024-11-05,Kath & Kimderella,2012,https://boxd.it/7JCoZz,3,,"2010s, so much fun, !american",2024-11-04
2024-11-07,Madame Web,2024,https://boxd.it/7Ks8GP,0.5,,"female director, so much fun, 2020s, camp, nyc",2024-11-06
2024-11-08,Jennifer's Body,2009,https://boxd.it/7KSLyH,4.5,,"so much fun, good styling, good dialogue, beautiful, good acting, good soundtrack, they matched each other's freak, 2000s, halloween vibes, gay halloween, feeling seen, good for her, female director, something wellesley this way comes, '05 - '15, fabulous title card",2024-11-07
2024-11-12,Pitch Perfect,2012,https://boxd.it/7N7Q7T,4,Yes,"w/ hunter, 2010s, female writer, so much fun, good styling",2024-11-11
2024-11-16,Easy A,2010,https://boxd.it/7OSQcx,4,Yes,2010s,2024-11-15
2024-11-23,The Wizard of Oz,1939,https://boxd.it/7SnfYX,,Yes,"w/ hunter, w/ mom, w/ dad, 30s, best picture winner, national film registry, female writer, technicolor, musical",2024-11-22
2024-11-26,Wicked,2024,https://boxd.it/7U8daJ,3.5,,"w/ emily r, w/ jill, so much fun, idk how to rate this, good acting, 2020s, malleus maleficarum, female writer, theater, musical, best costume design winner, best production design winner, fabulous title card",2024-11-25
2024-11-29,Bodies Bodies Bodies,2022,https://boxd.it/7VqPs7,4.5,Yes,"w/ dad, w/ mom, w/ emily, a24, good dialogue, so much fun, good soundtrack, 2020s, female director, female writer, profile",2024-11-27
2024-12-08,Conclave,2024,https://boxd.it/801ftt,4,,"w/ dad, w/ mom, good acting, good cinematography, beautiful, 2020s, best screenplay winner",2024-12-07
2024-12-09,The Invisible Man,2020,https://boxd.it/80nF1z,4,,"bay area mentioned, 2020s",2024-12-07
2024-12-14,Super Dark Times,2017,https://boxd.it/82EXdP,4,,"good acting, halloween vibes, needs a rewatch, 2010s, woad",2024-12-12
2024-12-19,The Lost Boys,1987,https://boxd.it/85qjT1,2,,"w/ dad, w/ mom, w/ emily, good styling, 80s, female writer, vampires, '85 - '95",2024-12-17
2024-12-23,Uglies,2024,https://boxd.it/87NZ65,1.5,Yes,"w/ olivia, w/ briana, 2020s, camp, boots the house diva fierciosity",2024-12-22
2024-12-27,Da Kath & Kim Code,2005,https://boxd.it/8brs7V,4,Yes,"2000s, so much fun, smoke a j first, !american, '05 - '15, '95 - '05",2024-12-25
2025-01-03,Trap,2024,https://boxd.it/8i1qm1,3.5,,"2020s, so much fun, smoke a j first, good cinematography, halloween vibes, i love my dad, that's a girldad, one day",2025-01-02
2025-01-07,Mean Girls,2004,https://boxd.it/8m9xEt,5,Yes,"w/ dad, good styling, so much fun, good dialogue, good soundtrack, nostalgic <3, feeling seen, 2000s, cunt classic, female writer, '95 - '05",2025-01-06
2025-01-08,Dirty Harry,1971,https://boxd.it/8n18Wv,3,,"w/ dad, good styling, bay area mentioned, 70s, national film registry, female writer, cops",2025-01-07
2025-01-09,The Maltese Falcon,1941,https://boxd.it/8o1BvH,3.5,,"w/ dad, idk how to rate this, good styling, bay area mentioned, 40s, directorial debut",2025-01-08
2025-01-10,Serpico,1973,https://boxd.it/8oYFYh,4,,"w/ dad, good styling, incredible performance, beautiful, 70s, cops, nyc",2025-01-09
2025-01-11,Wallace & Gromit: Vengeance Most Fowl,2024,https://boxd.it/8q9uQx,4,,"so much fun, 2020s, beautiful, nostalgic <3, !american",2025-01-10
2025-01-12,Women on the Verge of a Nervous Breakdown,1988,https://boxd.it/8qRTBP,5,,"good styling, so much fun, they matched each other's freak, beautiful, needs a rewatch, good for her, topstats, top2025, good cinematography, 80s, criterion collection, !american, !in english, something wellesley this way comes, '85 - '95, one day",2025-01-11
2025-01-12,DOA: Dead or Alive,2006,https://boxd.it/8rgG8P,2,,"2000s, camp, '05 - '15",2025-01-11
2025-01-13,The Substance,2024,https://boxd.it/8smi4l,,,"idk how to rate this, 2020s, needs a rewatch, female director, female writer, too gross, best makeup/hair styling winner",2025-01-12
2025-01-13,2 Fast 2 Furious,2003,https://boxd.it/8stGDt,2,Yes,"w/ dad, w/ henry, 2000s, camp, heist movie, '95 - '05",2025-01-12
2025-01-14,Babygirl,2024,https://boxd.it/8t3uO7,3.5,,"good soundtrack, alamo drafthouse, a24, 2020s, female director, female writer, theater, nyc",2025-01-13
2025-01-16,Emilia Pérez,2024,https://boxd.it/8uyOZl,1.5,,"2020s, !american, !in english, best supporting actress winner",2025-01-15
2025-01-17,Dune,1984,https://boxd.it/8vnXTD,3,,"80s, so much fun, smoke a j first",2025-01-16
2025-01-21,Mulholland Drive,2001,https://boxd.it/8yKCsf,5,,"w/ dad, idk how to rate this, good dialogue, good soundtrack, good acting, good cinematography, smoke a j first, beautiful, good editing, feeling seen, incredible performance, they matched each other's freak, good for her, topstats, needs a rewatch, top2025, 2000s, criterion collection, janus films, surrealism, '95 - '05, movie about making movies",2025-01-20
2025-01-22,Harry Potter and the Philosopher's Stone,2001,https://boxd.it/8zqxeL,,Yes,"w/ dad, w/ mom, idk how to rate this, 2000s, malleus maleficarum, '95 - '05",2025-01-21
2025-01-23,The Stepford Wives,2004,https://boxd.it/8zXVpJ,3.5,,"beautiful, nostalgic <3, gay halloween, halloween vibes, 2000s, camp, '95 - '05",2025-01-22
2025-01-24,Challengers,2024,https://boxd.it/8Azaeb,4.5,Yes,"good styling, good soundtrack, good cinematography, good score, good dialogue, good editing, so much fun, they matched each other's freak, 2020s",2025-01-23
2025-01-24,Daisies,1966,https://boxd.it/8ALi2L,4,,"topstats, smoke a j first, so much fun, feeling seen, gay halloween, idk how to rate this, they matched each other's freak, 60s, criterion collection, janus films, female director, !american, !in english, female writer, surrealism",2025-01-23
2025-01-25,Hot Fuzz,2007,https://boxd.it/8BCfYD,5,Yes,"w/ emily r, so much fun, good editing, good dialogue, 2000s, bechdel fail, !american, '05 - '15, cops",2025-01-24
2025-01-26,Smiley Face,2007,https://boxd.it/8CmPGx,3,,"incredible performance, good editing, good score, smoke a j first, good dialogue, feeling seen, gay halloween, 2000s, '05 - '15, one day",2025-01-25
2025-01-27,Zola,2020,https://boxd.it/8DqtIN,4,,"good dialogue, good soundtrack, good score, a24, good cinematography, good acting, topstats, top2025, 2020s, female director, cunt classic",2025-01-26
2025-01-28,The Stepford Wives,1975,https://boxd.it/8DT0SR,3.5,,"good styling, idk how to rate this, 70s",2025-01-27
2025-01-28,Eraserhead,1977,https://boxd.it/8E98td,4,,"idk how to rate this, 70s, national film registry, w/ dad, w/ mom, good editing, incredible performance, criterion collection, janus films, surrealism, b&w, directorial debut, bechdel fail",2025-01-27
2025-01-29,I'm Still Here,2024,https://boxd.it/8EHu3f,5,,"i love my mom, w/ mom, good dialogue, good soundtrack, good editing, good cinematography, good acting, incredible performance, brasil, top2025, 2020s, !american, !in english, theater, best foreign language film winner",2025-01-28
2025-01-29,Scream,1996,https://boxd.it/8EQSKF,4.5,,"good styling, good dialogue, so much fun, good acting, topstats, 90s, cunt classic, camp",2025-01-28
2025-01-30,Scooby-Doo,2002,https://boxd.it/8FxZSn,3,Yes,"good styling, so much fun, smoke a j first, nostalgic <3, frankie core, 2000s, '95 - '05, profile",2025-01-29
2025-01-31,Megalopolis,2024,https://boxd.it/8Gc1qZ,2,,"idk how to rate this, smoke a j first, w/ zubin, 2020s",2025-01-30
2025-02-02,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,https://boxd.it/8HH8Zj,4.5,,"w/ dad, good dialogue, good editing, good acting, good cinematography, every frame a painting, 60s, national film registry, criterion collection, b&w, one day",2025-02-01
2025-02-04,Madame Web,2024,https://boxd.it/8JcNTd,1,Yes,"w/ emily, 2020s, female director, female writer, superheroes",2025-02-03
2025-02-05,Jennifer's Body,2009,https://boxd.it/8JQbVZ,4.5,Yes,"good styling, so much fun, good soundtrack, incredible performance, good for her, 2000s, female director, cunt classic, female writer",2025-02-04
2025-02-06,Lisa Frankenstein,2024,https://boxd.it/8Kh8d5,3.5,,"so much fun, feeling seen, halloween vibes, they matched each other's freak, good for her, 2020s, female director, camp, zombies",2025-02-05
2025-02-06,Delicatessen,1991,https://boxd.it/8KpwsJ,3.5,,"idk how to rate this, smoke a j first, beautiful, they matched each other's freak, w/ mom, 90s, !american, !in english, surrealism, '85 - '95",2025-02-05
2025-02-07,Companion,2025,https://boxd.it/8KMmjt,4,,"good dialogue, good cinematography, beautiful, good score, good for her, 2020s, theater, fabulous title card",2025-02-06
2025-02-08,Dazed and Confused,1993,https://boxd.it/8LAwb5,4,,"w/ dad, good styling, good dialogue, good soundtrack, good cinematography, beautiful, smoke a j first, w/ mom, i love my mom, i love my dad, 90s, criterion collection, '85 - '95, one day",2025-02-07
2025-02-09,Parasite,2019,https://boxd.it/8McES3,5,Yes,"w/ briana, w/ emily r, imax, metreon, good acting, good cinematography, beautiful, good editing, good score, neon, 2010s, best picture winner, best director winner, criterion collection, !american, !in english, female writer, theater, best foreign language film winner, best screenplay winner, palme d'or winner",2025-02-08
2025-02-12,Marie Antoinette,2006,https://boxd.it/8OdzjH,4,,"good styling, good soundtrack, good cinematography, beautiful, smoke a j first, every frame a painting, 2000s, best costume design winner, female director, cunt classic, female writer, '05 - '15, eighteenth century",2025-02-11
2025-02-13,Spider-Man,2002,https://boxd.it/8OFggv,3.5,,"so much fun, smoke a j first, nostalgic <3, 2000s, bechdel fail, superheroes, '95 - '05, nyc",2025-02-12
2025-02-13,Y2K,2024,https://boxd.it/8OREGL,2,,"smoke a j first, halloween vibes, a24, 2020s",2025-02-12
2025-02-14,Austin Powers: The Spy Who Shagged Me,1999,https://boxd.it/8Pbeaf,3.5,Yes,"good styling, so much fun, good soundtrack, smoke a j first, nostalgic <3, they matched each other's freak, frankie core, gay halloween, 90s, camp, spy movie",2025-02-13
2025-02-14,Anora,2024,https://boxd.it/8PqM1B,3,,"neon, good acting, good editing, incredible performance, 2020s, best actress winner, best screenplay winner, best director winner, best picture winner, criterion collection, palme d'or winner, nyc",2025-02-13
2025-02-15,Saltburn,2023,https://boxd.it/8Q3y8h,2.5,,"good styling, beautiful, good cinematography, 2020s, female director, female writer, fabulous title card",2025-02-14
2025-02-16,Tropic Thunder,2008,https://boxd.it/8QSewb,3.5,,"w/ dad, so much fun, good dialogue, smoke a j first, i love my dad, good acting, 2000s, director's cut, '05 - '15, movie about making movies",2025-02-15
2025-02-17,Warm Bodies,2013,https://boxd.it/8RGXap,2.5,,"they matched each other's freak, gay halloween, nostalgic <3, 2010s, zombies",2025-02-16
2025-02-19,Holy Motors,2012,https://boxd.it/8SZlK7,4.5,,"smoke a j first, good acting, good cinematography, incredible performance, top2025, needs a rewatch, 2010s, !american, !in english, surrealism",2025-02-18
2025-02-20,The Menu,2022,https://boxd.it/8Tw2DR,3.5,,"2020s, one day",2025-02-19
2025-02-21,A Real Pain,2024,https://boxd.it/8U8vxf,4,,"good dialogue, good acting, incredible performance, feeling seen, top2025, 2020s, best supporting actor winner",2025-02-20
2025-02-22,The Craft,1996,https://boxd.it/8UMduR,2,,"smoke a j first, gay halloween, halloween vibes, good styling, 90s, malleus maleficarum, camp, something wellesley this way comes, fabulous title card",2025-02-21
2025-02-25,Barry Lyndon,1975,https://boxd.it/8WFThf,5,,"70s, good cinematography, beautiful, good soundtrack, needs a rewatch, every frame a painting, criterion collection, best cinematography winner, best costume design winner, best production design winner, eighteenth century",2025-02-24
2025-02-27,The Hunger Games,2012,https://boxd.it/8Y1jxz,3.5,Yes,"w/ jill, w/ oliver, w/ emily r, so much fun, good styling, good soundtrack, nostalgic <3, 2010s, idk how to rate this, theater",2025-02-26
2025-03-01,Nickel Boys,2024,https://boxd.it/8YPx6x,4.5,,"2020s, good soundtrack, good dialogue, good cinematography, beautiful, good acting, incredible performance, good score, needs a rewatch, w/ emily, female writer",2025-02-28
2025-03-01,A Complete Unknown,2024,https://boxd.it/8Z5uM3,3,,"2020s, good styling, w/ dad, good soundtrack, good acting, feeling seen, w/ mom, i love my dad, bay area mentioned, biopic, nyc",2025-02-28
2025-03-02,The Brutalist,2024,https://boxd.it/8ZzhMJ,3,,"2020s, good cinematography, beautiful, idk how to rate this, incredible performance, a24, i love my dad, best cinematography winner, best actor winner, female writer",2025-03-01
2025-03-04,Fargo,1996,https://boxd.it/915Zc9,5,,"90s, so much fun, good dialogue, beautiful, good acting, incredible performance, feeling seen, i love my mom, best actress winner, best screenplay winner, national film registry, coen brothers, cops, fabulous title card",2025-03-03
2025-03-05,Irma Vep,1996,https://boxd.it/91Q1rn,4,,"90s, criterion collection, janus films, beautiful, so much fun, good cinematography, !american, !in english, cunt classic, vampires, movie about making movies",2025-03-04
2025-03-06,The Menu,2022,https://boxd.it/92uxaX,3.5,Yes,"2020s, w/ emily r, w/ jill",2025-03-05
2025-03-07,Carrie,1976,https://boxd.it/932RPf,4.5,,"70s, so much fun, good cinematography, good acting, incredible performance, criterion collection, national film registry, good for her, halloween vibes, feeling seen, camp",2025-03-06
2025-03-08,This Is Spinal Tap,1984,https://boxd.it/93GnWv,4,,"w/ dad, w/ mom, national film registry, criterion collection, 80s, so much fun, smoke a j first, frankie core, bechdel fail, camp, mockumentary",2025-03-07
2025-03-11,La Chimera,2023,https://boxd.it/95GQnx,4.5,,"2020s, good styling, good cinematography, good dialogue, beautiful, good acting, good editing, needs a rewatch, neon, top2025, mooford loved this, female director, !in english, !american, female writer",2025-03-10
2025-03-12,The Favourite,2018,https://boxd.it/96mm8B,5,Yes,"2010s, best actress winner, they matched each other's freak, good acting, incredible performance, good dialogue, good cinematography, good styling, beautiful, mooford loved this, female writer, something wellesley this way comes, bechdel super pass, eighteenth century",2025-03-11
2025-03-13,Nosferatu,1922,https://boxd.it/96N80x,4,,"20s, good cinematography, beautiful, good acting, they matched each other's freak, !american, !in english, vampires, b&w, nineteenth century",2025-03-12
2025-03-13,Nosferatu the Vampyre,1979,https://boxd.it/96QACF,3.5,,"70s, beautiful, halloween vibes, good score, mooford loved this, !american, vampires, nineteenth century",2025-03-12
2025-03-14,Nosferatu,2024,https://boxd.it/97cQ6f,3,,"2020s, good dialogue, beautiful, good acting, vampires",2025-03-13
2025-03-15,Cléo from 5 to 7,1962,https://boxd.it/97ETJ1,5,,"60s, criterion collection, janus films, female director, female writer, mooford loved this, beautiful, good acting, good cinematography, good styling, needs a rewatch, feeling seen, gay halloween, !american, !in english, b&w",2025-03-14
2025-03-16,Mickey 17,2025,https://boxd.it/98JzgR,4,,"2020s, good acting, good cinematography, good dialogue, incredible performance, w/ emily r, frankie core, w/ briana, w/ oliver, w/ hannah, w/ eleanor, needs a rewatch, metreon, imax, theater",2025-03-15
2025-03-18,Escape from New York,1981,https://boxd.it/9a2lC7,2.5,,"80s, smoke a j first, good score, gay halloween, i love my dad, cops, one day, nyc",2025-03-17
2025-03-21,Le Bonheur,1965,https://boxd.it/9bkYZ5,5,,"60s, janus films, criterion collection, female director, every frame a painting, beautiful, good cinematography, needs a rewatch, good score, good acting, !american, !in english, female writer, something wellesley this way comes",2025-03-20
2025-03-21,The Shining,1980,https://boxd.it/9bndfv,4,,"80s, national film registry, bechdel fail, beautiful, good acting, good cinematography, incredible performance, good editing, needs a rewatch, i love my dad, female writer",2025-03-20
2025-03-23,Rafiki,2018,https://boxd.it/9czXnN,3.5,,"2010s, female director, !in english, !american, beautiful, good acting, good cinematography, female writer",2025-03-22
2025-03-23,House,1977,https://boxd.it/9cCATR,4.5,,"70s, janus films, criterion collection, !american, !in english, so much fun, beautiful, good styling, smoke a j first, needs a rewatch, they matched each other's freak, good score, halloween vibes, gay halloween, top2025, topstats, mooford loved this, surrealism, bechdel super pass",2025-03-22
2025-03-23,Charlie's Angels,2000,https://boxd.it/9cLMcj,2.5,,"2000s, so much fun, good styling, smoke a j first, nostalgic <3, gay halloween, they matched each other's freak, cunt classic, camp, '95 - '05, spy movie",2025-03-22
2025-03-27,Suspiria,1977,https://boxd.it/9f6fdD,3.5,,"70s, !american, so much fun, good styling, beautiful, good cinematography, smoke a j first, needs a rewatch, gay halloween, halloween vibes, top2025, mooford loved this, malleus maleficarum, female writer, vampires, technicolor",2025-03-26
2025-03-28,The Love Witch,2016,https://boxd.it/9frT6J,3,,"2010s, female director, so much fun, good styling, beautiful, good cinematography, gay halloween, halloween vibes, malleus maleficarum, female writer",2025-03-27
